smiles,-logKd/Ki
Nc1c(Cl)cc(S(N)(=O)=O)cc1Cl,7.3
CCCCCC(S)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)[O-],7.32
NS(=O)(=O)c1ccc(C(=O)NCCOCCOCC[NH3+])cc1,7.37
COc1ccc(CC([NH3+])C(O)C(=O)NC(CC(C)C)C(=O)[O-])cc1,7.37
CCOP(=O)(OCC)C(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)P(=O)(OCC)OCC,7.389999999999999
CCC(C)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(NC(=O)C([NH3+])CCCC[NH3+])C(C)O)C(=O)NC(CO)C(=O)NC(CCC(=O)[O-])C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(O)CC(=O)NC(C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(Cc1ccccc1)C(=O)[O-])C(C)C)C(C)C,7.4
CC(C)CC(C[Si](O)(O)CNC(=O)CCc1ccccc1)C(=O)NC(CC(C)C)C(=O)[O-],7.4
O=C(CN(CCO)S(=O)(=O)c1ccc(F)cc1)NO,7.4
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,7.42
CCCNC(=O)c1ccc(S(N)(=O)=O)cc1,7.42
CCCCC(CN(O)C=O)C(=O)C(NC(=O)Nc1ccccc1F)C(C)C,7.45
CCCCCCCCCCC#CCOCc1ccc(CCC(=O)[O-])cc1,7.46
CCC(CO)NC(=O)c1cccc(C(F)(F)F)c1Cl,7.51
CCOC(=O)CCc1ccc(S(N)(=O)=O)cc1,7.519999999999999
CC(C)CC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)NC(=O)C(C)NC(=O)C[NH3+])C(C)C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)[O-],7.519999999999999
CCC(C)C(NC(=O)C(CC(N)=O)NC(=O)C(CCSC)NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(=O)NC(CCC(N)=O)C(=O)NC(CCSC)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)[O-])C(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(=O)[O-])C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCNC(N)=[NH2+])C(=O)[O-],7.54
NS(=O)(=O)c1c(F)c(F)c(S(=O)(=O)CCO)c(F)c1F,7.54
CCCCNC(=O)c1ccc(S(N)(=O)=O)cc1,7.55
CC(=O)NCCOc1cc(Br)ccc1C(=O)NCCCCC(NC(=O)NC(CCC(=O)[O-])C(=O)[O-])C(=O)[O-],7.55
CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,7.57
CC(C)(C)OC(=O)NC(C=O)C1CCCCC1,7.59
CCCCNC(=O)C(C)CC(O)C([NH3+])CC(C)CNC(=O)c1ccccc1OCCCOC,7.59
O=S(=O)(NO)c1ccccc1,7.59
CC(C)CC(NC(=O)C(O)C([NH3+])Cc1ccccc1)C(=O)[O-],7.599999999999999
O=C([O-])c1ccc(CS(=O)(=O)NCB(O)O)cc1,7.599999999999999
CN(Cc1ccccc1)C(=S)S,7.599999999999999
CCCCC(NC(=O)C(C)NC(=O)C(CCC(=O)[O-])NC(=O)C(Cc1ccccc1)[NH2+]CC(CC(C)C)NC(=O)C(NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(C)C)C(N)=O,7.62
Oc1c(Br)cc(Br)cc1Br,7.639999999999999
CCCCNS(=O)(=O)c1ccccc1,7.639999999999999
CSCCC(NC(=O)NC(CCCCNC(=O)c1ccc(I)cc1)C(=O)[O-])C(=O)[O-],7.639999999999999
Oc1c(Cl)cc(Cl)cc1Cl,7.639999999999999
CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)[O-],7.66
CCCCS(=O)(=O)NC(CO)C(=O)NC(C)C(=O)NCc1ccc(C(N)=[NH2+])cc1,7.679999999999999
CCCCC(NC(=O)C(C)NC(=O)C(CCC(=O)[O-])NC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(C)C)C(N)=O,7.7
CC(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NC(CCC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(N)=O)C(C)C,7.7
O=C([O-])C(CO)Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],7.7
CC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CCCC[NH3+])C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)[O-])C(C)C,7.7
CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,7.7
NC(=[NH2+])NCc1ccccc1CCCCCCCCCC(=O)NC(CCCC[NH3+])C(=O)NO,7.7
CC(C=CC1C(C)CCCC1(C)C)CC=CC(C)CCO,7.7
Oc1cc(Cl)c(Cl)cc1O,7.7
O=C([O-])C(S)=Cc1c(Cl)ccc(Cl)c1Cl,7.7
COc1ccc(S(=O)(=O)NCC(=O)NO)cc1,7.71
NS(=O)(=O)c1ccc(C(=O)NCCOCCOCCNC(=O)C[NH3+])cc1,7.72
COC(=O)C(NC(=O)C(NC(=O)CCC(O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)C(C)[NH3+])C(C)C)C(C)C,7.74
CC(C)CC(NC(=O)C(O)C([NH3+])Cc1ccccc1)C(=O)[O-],7.74
CC(NC(=O)C(CC(=O)NO)Cc1ccccc1)C(=O)O,7.74
COc1ccc(S(=O)(=O)N(CC(=O)N=O)CC(C)C)cc1,7.769999999999999
CCC(CC)OC1CC(C(=O)[O-])CC([NH3+])C1NC(C)=O,7.769999999999999
CC(C(=O)N(C)C)N(CC(F)(F)F)c1ccc(C#N)c(C(F)(F)F)c1,7.8
NS(=O)(=O)c1ccc(C(=O)NCC(F)(F)F)cc1,7.8
O=C([O-])C=Cc1ccc(O)cc1,7.8
CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(O)C(C)CO,7.82
CN(C)c1ccc(C(=O)NCCCCCCC(=O)N=O)cc1,7.83
CCCCC(NC(=O)C(C)NC(=O)C(CCC(=O)[O-])NC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(C)C)C(N)=O,7.849999999999999
O=C([O-])CCC(NC(=O)NC(CSCc1ccc(F)cc1)C(=O)[O-])C(=O)[O-],7.849999999999999
CC(=O)NC(Cc1cccc(C(=O)[O-])c1O)B(O)O,7.889999999999999
CCCCCNC(=O)c1ccc(S(N)(=O)=O)cc1,7.889999999999999
CC(C)CC(NC(=O)C(CO)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C[NH3+])C(C)C)C(=O)NC(CCCC[NH3+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CS)C(=O)NC(Cc1ccccc1)C(=O)[O-],7.92
CCC(CC)OC1CC(C(=O)[O-])CC([NH3+])C1NC(C)=O,7.95
C=CCC(NC(=O)NC(CCCCNC(=O)c1ccc(I)cc1)C(=O)[O-])C(=O)[O-],7.96
O=C([O-])CCC(NC(=O)NC(CCCCNC(=O)c1ccccc1OCCNC(=O)CCOCCO)C(=O)[O-])C(=O)[O-],7.96
CC(NC(=O)C([NH3+])C(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CO)C(=O)[O-],7.99
CCC(C)CCC(=O)Nc1ccc(S(N)(=O)=O)cc1,7.99
[NH3+]C(CCC(=O)NC(CSC(=O)N(O)c1ccc(I)cc1)C(=O)NCC(=O)[O-])C(=O)[O-],8.0
COc1ccc(S(=O)(=O)N(CC(=O)NO)CC(C)C)cc1,8.0
COc1ccc(S(=O)(=O)N(CC(=O)N=O)CC(C)C)cc1,8.0
COc1ccc(S(=O)(=O)N(CC(=O)NO)CC(C)C)cc1,8.0
CC#CCOc1ccc(S(=O)(=O)CCCS)cc1,8.0
C[NH2+]C(C)Cc1ccccc1,8.0
CCCC(C(=O)Nc1ccc(S(N)(=O)=O)cc1)C(C)(C)C,8.0
COC(=O)C(NC(=O)C(NC(=O)CCC(O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)C(C)[NH3+])C(C)C)C(C)C,8.08
CCC(CC)Oc1cc(C(=O)[O-])cc(N)c1NC(C)=O,8.08
O=C([O-])c1cccc(O)c1O,8.099999999999998
COc1ccc(S(=O)(=O)N(CC(=O)NO)CC(O)CO)cc1,8.099999999999998
COc1ccc(S(=O)(=O)N(CCO)CC(=O)NO)cc1,8.099999999999998
CC(=O)NCCOc1ccccc1NC(=O)NCCCCC(NC(=O)NC(CCC(=O)[O-])C(=O)[O-])C(=O)[O-],8.12
NS(=O)(=O)c1ccc(C(=O)NCC(F)(F)C(F)(F)F)cc1,8.14
NC(=[NH2+])NCc1ccccc1CCCCCCCCCC(=O)NC(CCCC[NH3+])C(=O)NO,8.15
CC(C)CC(NC(=O)C(O)C([NH3+])Cc1ccccc1)C(=O)[O-],8.15
CCCCCCNC(=O)c1ccc(S(N)(=O)=O)cc1,8.17
CCCCCCCCCCNC(=O)NC1CCCCC1,8.199999999999998
COc1ccc(S(=O)(=O)C(CC(=O)[O-])C(F)F)cc1,8.22
COc1ccc(S(=O)(=O)NC(CO)C(=O)NO)cc1,8.23
C#CCC(NC(=O)NC(CCCCNC(=O)c1ccc(I)cc1)C(=O)[O-])C(=O)[O-],8.279999999999998
O=CNC1CCCCC1,8.34
CCCCC(NC(=O)C(C)NC(=O)C(CCC(=O)[O-])NC(=O)C(Cc1ccccc1)[NH2+]CC(CC(C)C)NC(=O)C(NC(=O)C([NH3+])CCCNC(C)=[NH2+])C(C)C)C(=O)[O-],8.359999999999998
COC(=O)C(NC(=O)C(NC(=O)CCC(O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)C(C)[NH3+])C(C)C)C(C)C,8.4
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,8.41
CC(=O)NCCOc1cc(Br)ccc1NC(=O)NCCCCC(NC(=O)NC(CCC(=O)[O-])C(=O)[O-])C(=O)[O-],8.41
CC(NC(=O)C(CO)NS(=O)(=O)CCc1ccccc1)C(=O)NC(CO)CCCNC(N)=[NH2+],8.519999999999998
CCCCCC(S)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)[O-],8.54
NS(=O)(=O)c1ccc(C(=O)NCC(F)(F)C(F)(F)C(F)(F)F)cc1,8.62
CC(C)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(=O)[O-])NC(=O)OCc1ccccc1)C(=O)NC(C=O)CC(=O)[O-],8.699999999999998
NS(=O)(=O)c1ccc(C(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,8.74
CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C([NH3+])CCC(=O)[O-])C(C)C)C(O)CC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(Cc1ccccc1)C(=O)[O-],8.8
CCC(C)C(NC(=O)C(CCCC[NH3+])NC(=O)C(NC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(C)NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CCCC[NH3+])NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C([NH3+])CCCC[NH3+])C(C)O)C(C)C)C(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)[O-],8.8
CCC(=O)N(CCCCC(NC(=O)NC(CCC(=O)[O-])C(=O)[O-])C(=O)[O-])Cc1ccc(Br)cc1,8.8
O=C([O-])c1cccc(CS(=O)(=O)NCB(O)O)c1,8.89
CC(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C([NH3+])CC(=O)[O-])C(=O)[O-],8.92
NS(=O)(=O)c1ccc(C(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,8.96
CCCCNC(=O)C(C)CC(O)C([NH3+])CC(CNC(=O)c1ccccc1OCCCOC)C(C)C,9.05
CCC(CC)OC1CC(C(=O)[O-])CC([NH3+])C1NC(C)=O,9.08
CCC(CC)OC1CC(C(=O)[O-])CC([NH3+])C1NC(C)=O,9.1
CC(=O)NC(CC(=O)[O-])C(=O)NC(CCC(=O)[O-])C(=O)NC(C(=O)NC(CC(=O)[O-])C(O)CCCc1ccccc1)C(C)C,9.11
COCCCOc1cc(CC(CC([NH3+])C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,9.22
O=S(=O)([O-])CC[NH2+]C1CCCCC1,9.24
CCC(CC)OC1CC(C(=O)[O-])CC([NH3+])C1NC(C)=O,9.27
CCCCC(CO)NC(=O)OC(Cc1ccccc1)C(C)C,9.3
O=C([O-])CCC(NC(=O)NC(Cc1ccc(O)c(I)c1)C(=O)[O-])C(=O)[O-],9.3
CC(C)CC(NC(=O)C(O)C([NH3+])Cc1ccccc1)C(=O)[O-],9.3
